Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),
1997,LAX,Los Angeles International,Los Angeles,CA,301.21,
1997,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,368.13,
1997,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,327.79,
1997,DEN,Denver International,Denver,CO,337.64,
1997,EWR,Newark Liberty International,Newark,NJ,394.67,
1997,BOS,Logan International,Boston,MA,385.65,
1997,SEA,Seattle/Tacoma International,Seattle,WA,278.95,
1997,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,403.22,
1997,MCO,Orlando International,Orlando,FL,230.01,
1997,SFO,San Francisco International,San Francisco,CA,367.21,
1997,PHX,Phoenix Sky Harbor International,Phoenix,AZ,202.54,
1997,LGA,LaGuardia,New York-La Guardia,NY,368.94,
1997,JFK,John F. Kennedy International,New York-JFK,NY,375.94,
1997,LAS,Harry Reid International,Las Vegas,NV,131.75,
1997,MSP,Minneapolis-St Paul International,Minneapolis,MN,424.60,
1997,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,355.09,
1997,PHL,Philadelphia International,Philadelphia,PA,394.06,
1997,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,230.91,
1997,SAN,San Diego International,San Diego,CA,230.80,
1997,DTW,Detroit Metro Wayne County,Detroit,MI,312.51,
1997,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,352.83,
1997,TPA,Tampa International,Tampa,FL,244.67,
1997,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,249.62,
1997,AUS,Austin - Bergstrom International,Austin,TX,223.53,
1997,MIA,Miami International,Miami,FL,303.54,
1997,PDX,Portland International,Portland,OR,256.38,
1997,BNA,Nashville International,Nashville,TN,222.30,
1997,SLC,Salt Lake City International,Salt Lake City,UT,217.29,
1997,CLT,Charlotte Douglas International,Charlotte,NC,433.70,
1997,RDU,Raleigh-Durham International,Raleigh/Durham,NC,368.65,
1997,SMF,Sacramento International,Sacramento,CA,211.96,
1997,HNL,Daniel K Inouye International,Honolulu,HI,117.61,
1997,MDW,Chicago Midway International,Chicago-Midway,IL,136.69,
1997,STL,St Louis Lambert International,St. Louis,MO,256.55,
1997,SJC,Norman Y. Mineta San Jose International,San Jose,CA,225.83,
1997,IAD,Washington Dulles International,Washington-Dulles,DC,422.86,
1997,MCI,Kansas City International,Kansas City,MO,205.19,
1997,SNA,John Wayne Airport-Orange County,Santa Ana,CA,302.50,
1997,DAL,Dallas Love Field,Dallas-Love Field,TX,76.19,
1997,CLE,Cleveland-Hopkins International,Cleveland,OH,294.45,
1997,OAK,Metro Oakland International,Oakland,CA,135.21,
1997,IND,Indianapolis International,Indianapolis,IN,262.95,
1997,MSY,Louis Armstrong New Orleans International,New Orleans,LA,192.80,
1997,SAT,San Antonio International,San Antonio,TX,196.36,
1997,PIT,Pittsburgh International,Pittsburgh,PA,407.32,
1997,SJU,Luis Munoz Marin International,San Juan,PR,292.88,
1997,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,432.76,
1997,CMH,John Glenn Columbus International,Columbus,OH,260.86,
1997,HOU,William P Hobby,Houston-Hobby,TX,126.34,
1997,BDL,Bradley International,Hartford,CT,399.52,
1997,RSW,Southwest Florida International,Fort Myers,FL,285.35,
1997,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,288.83,
1997,JAX,Jacksonville International,Jacksonville,FL,260.80,
1997,ONT,Ontario International,Ontario,CA,207.19,
1997,MKE,General Mitchell International,Milwaukee,WI,340.61,
1997,BUR,Bob Hope,Burbank,CA,125.25,
1997,RIC,Richmond International,Richmond,VA,437.31,
1997,OMA,Eppley Airfield,Omaha,NE,253.52,
1997,CHS,Charleston AFB/International,Charleston,SC,376.96,
1997,BUF,Buffalo Niagara International,Buffalo,NY,359.97,
1997,MEM,Memphis International,Memphis,TN,362.57,
1997,BOI,Boise Air Terminal,Boise,ID,228.74,
1997,ORF,Norfolk International,Norfolk,VA,352.42,
1997,ABQ,Albuquerque International Sunport,Albuquerque,NM,173.25,
1997,SDF,Louisville Muhammad Ali International,Louisville,KY,227.35,
1997,OGG,Kahului Airport,Kahului,HI,54.49,
1997,ANC,Ted Stevens Anchorage International,Anchorage,AK,351.41,
1997,OKC,Will Rogers World,Oklahoma City,OK,210.66,
1997,GRR,Gerald R. Ford International,Grand Rapids,MI,381.49,
1997,ELP,El Paso International,El Paso,TX,167.35,
1997,GEG,Spokane International,Spokane,WA,213.39,
1997,PVD,Rhode Island Tf Green International,Providence,RI,254.07,
1997,RNO,Reno/Tahoe International,Reno,NV,149.58,
1997,TUS,Tucson International,Tucson,AZ,248.14,
1997,DSM,Des Moines International,Des Moines,IA,369.76,
1997,LGB,Long Beach Airport,Long Beach,CA,212.33,
1997,SYR,Syracuse Hancock International,Syracuse,NY,376.66,
1997,TUL,Tulsa International,Tulsa,OK,213.37,
1997,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,292.70,
1997,SAV,Savannah/Hilton Head International,Savannah,GA,332.84,
1997,ALB,Albany International,Albany,NY,405.29,
1997,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,400.26,
1997,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,256.44,
1997,HPN,Westchester County,White Plains,NY,532.97,
1997,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,50.75,
1997,TYS,McGhee Tyson,Knoxville,TN,421.41,
1997,GSP,Greenville-Spartanburg International,Greer,SC,429.19,
1997,PNS,Pensacola International,Pensacola,FL,357.57,
1997,MYR,Myrtle Beach International,Myrtle Beach,SC,288.22,
1997,LIH,Lihue Airport,Lihue,HI,41.61,
1997,FAT,Fresno Yosemite International,Fresno,CA,349.68,
1997,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,210.46,
1997,COS,City of Colorado Springs Municipal,Colorado Springs,CO,234.75,
1997,PWM,Portland International Jetport,Portland,ME,413.95,
1997,MSN,Dane County Regional-Truax Field,Madison,WI,383.09,
1997,AVL,Asheville Regional,Asheville,NC,386.92,
1997,BZN,Bozeman Yellowstone International,Bozeman,MT,420.53,
1997,PSP,Palm Springs International,Palm Springs,CA,361.82,
1997,PIE,St Pete Clearwater International,St. Petersburg,FL,160.21,
1997,SFB,Orlando Sanford International,Sanford,FL,88.47,
1997,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,338.17,
1997,GSO,Piedmont Triad International,Greensboro/High Point,NC,412.46,
1997,EUG,Mahlon Sweet Field,Eugene,OR,334.71,
1997,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,414.89,
1997,MDT,Harrisburg International,Harrisburg,PA,367.78,
1997,HVN,Tweed New Haven,New Haven,CT,370.73,
1997,FSD,Joe Foss Field,Sioux Falls,SD,319.87,
1997,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,440.39,
1997,MHT,Manchester Boston Regional,Manchester,NH,411.84,
1997,ISP,Long Island MacArthur,Islip,NY,289.14,
1997,BTV,Burlington International,Burlington,VT,427.83,
1997,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,358.02,
1997,MAF,Midland International Air and Space Port,Midland/Odessa,TX,126.22,
1997,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,315.91,
1997,LEX,Blue Grass,Lexington,KY,338.06,
1997,ITO,Hilo International,Hilo,HI,42.07,
1997,SGF,Springfield-Branson National,Springfield,MO,386.11,
1997,ILM,Wilmington International,Wilmington,NC,403.92,
1997,MFE,McAllen International,Mission/McAllen/Edinburg,TX,278.62,
1997,DAY,James M Cox/Dayton International,Dayton,OH,357.85,
1997,SBA,Santa Barbara Municipal,Santa Barbara,CA,340.22,
1997,ATW,Appleton International,Appleton,WI,430.29,
1997,FAR,Hector International,Fargo,ND,434.81,
1997,CAE,Columbia Metropolitan,Columbia,SC,382.55,
1997,RDM,Roberts Field,Bend/Redmond,OR,300.96,
1997,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,443.08,
1997,LBB,Lubbock Preston Smith International,Lubbock,TX,130.17,
1997,FAI,Fairbanks International,Fairbanks,AK,291.97,
1997,CHA,Lovell Field,Chattanooga,TN,394.08,
1997,MFR,Rogue Valley International - Medford,Medford,OR,302.57,
1997,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,406.72,
1997,HRL,Valley International,Harlingen/San Benito,TX,126.54,
1997,SBN,South Bend International,South Bend,IN,328.68,
1997,BQN,Rafael Hernandez,Aguadilla,PR,213.38,
1997,ACY,Atlantic City International,Atlantic City,NJ,167.34,
1997,FWA,Fort Wayne International,Fort Wayne,IN,388.30,
1997,MSO,Missoula Montana,Missoula,MT,393.76,
1997,TTN,Trenton Mercer,Trenton,NJ,153.10,
1997,BIL,Billings Logan International,Billings,MT,391.29,
1997,CAK,Akron-Canton Regional,Akron,OH,274.77,
1997,STT,Cyril E King,Charlotte Amalie,VI,278.11,
1997,PIA,General Downing - Peoria International,Peoria,IL,365.62,
1997,TLH,Tallahassee International,Tallahassee,FL,371.98,
1997,FCA,Glacier Park International,Kalispell,MT,362.83,
1997,AMA,Rick Husband Amarillo International,Amarillo,TX,151.67,
1997,FNT,Bishop International,Flint,MI,294.24,
1997,BLI,Bellingham International,Bellingham,WA,298.04,
1997,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,318.02,
1997,GRB,Green Bay Austin Straubel International,Green Bay,WI,388.69,
1997,ROA,Roanoke Blacksburg Regional,Roanoke,VA,437.32,
1997,CRP,Corpus Christi International,Corpus Christi,TX,181.59,
1997,BGR,Bangor International,Bangor,ME,337.06,
1997,TVC,Cherry Capital,Traverse City,MI,382.95,
1997,CHO,Charlottesville Albemarle,Charlottesville,VA,418.18,
1997,SHV,Shreveport Regional,Shreveport,LA,326.83,
1997,JAC,Jackson Hole,Jackson,WY,446.35,
1997,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,346.84,
1997,AGS,Augusta Regional at Bush Field,Augusta,GA,460.24,
1997,SBP,San Luis County Regional,San Luis Obispo,CA,348.30,
1997,RAP,Rapid City Regional,Rapid City,SD,386.85,
1997,DAB,Daytona Beach International,Daytona Beach,FL,294.73,
1997,MLI,Quad Cities International,Moline,IL,367.74,
1997,BIS,Bismarck Municipal,Bismarck/Mandan,ND,418.56,
1997,IDA,Idaho Falls Regional,Idaho Falls,ID,421.59,
1997,GNV,Gainesville Regional,Gainesville,FL,384.87,
1997,EYW,Key West International,Key West,FL,278.55,
1997,JNU,Juneau International,Juneau,AK,330.55,
1997,MOB,Mobile Regional,Mobile,AL,363.98,
1997,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,309.78,
1997,GJT,Grand Junction Regional,Grand Junction,CO,366.33,
1997,MLB,Melbourne Orlando International,Melbourne,FL,346.44,
1997,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,305.22,
1997,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,427.57,
1997,MRY,Monterey Regional,Monterey,CA,386.63,
1997,BRO,Brownsville South Padre Island International,Brownsville,TX,277.79,
1997,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,386.80,
1997,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,396.22,
1997,BFL,Meadows Field,Bakersfield,CA,426.58,
1997,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,384.98,
1997,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,335.00,
1997,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,416.07,
1997,GTF,Great Falls International,Great Falls,MT,376.87,
1997,DRO,Durango La Plata County,Durango,CO,359.04,
1997,MGM,Montgomery Regional,Montgomery,AL,404.49,
1997,MTJ,Montrose Regional,Montrose/Delta,CO,353.74,
1997,PSE,Mercedita,Ponce,PR,237.30,
1997,STX,Henry E. Rohlsen,Christiansted,VI,263.98,
1997,EVV,Evansville Regional,Evansville,IN,376.20,
1997,RFD,Chicago/Rockford International,Rockford,IL,246.31,
1997,MOT,Minot International,Minot,ND,410.56,
1997,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,336.51,
1997,LRD,Laredo International,Laredo,TX,366.46,
1997,ORH,Worcester Regional,Worcester,MA,310.23,
1997,SCE,University Park,State College,PA,495.46,
1997,DLH,Duluth International,Duluth,MN,466.18,
1997,SGU,St George Regional,St. George,UT,441.79,
1997,HDN,Yampa Valley,Hayden,CO,383.80,
1997,ACK,Nantucket Memorial,Nantucket,MA,309.67,
1997,LNK,Lincoln Airport,Lincoln,NE,302.39,
1997,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,417.00,
1997,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,286.11,
1997,EGE,Eagle County Regional,Eagle,CO,417.96,
1997,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,375.47,
1997,LAN,Capital Region International,Lansing,MI,309.77,
1997,SAF,Santa Fe Municipal,Santa Fe,NM,380.71,
1997,LBE,Arnold Palmer Regional,Latrobe,PA,464.28,
1997,GFK,Grand Forks International,Grand Forks,ND,386.84,
1997,ELM,Elmira/Corning Regional,Elmira/Corning,NY,455.57,
1997,COU,Columbia Regional,Columbia,MO,441.89,
1997,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,433.02,
1997,KTN,Ketchikan International,Ketchikan,AK,354.97,
1997,MLU,Monroe Regional,Monroe,LA,357.07,
1997,MBS,MBS International,Saginaw/Bay City/Midland,MI,385.63,
1997,BET,Bethel Airport,Bethel,AK,389.80,
1997,AEX,Alexandria International,Alexandria,LA,357.18,
1997,RDD,Redding Regional,Redding,CA,319.42,
1997,LCH,Lake Charles Regional,Lake Charles,LA,324.17,
1997,HLN,Helena Regional,Helena,MT,403.97,
1997,TOL,Eugene F Kranz Toledo Express,Toledo,OH,327.51,
1997,GUM,Guam International,Guam,TT,463.77,
1997,CPR,Casper/Natrona County International,Casper,WY,393.86,
1997,RST,Rochester International,Rochester,MN,488.87,
1997,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,431.32,
1997,ABI,Abilene Regional,Abilene,TX,408.26,
1997,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,524.53,
1997,CWA,Central Wisconsin,Mosinee,WI,397.35,
1997,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,270.57,
1997,YUM,Yuma MCAS/Yuma International,Yuma,AZ,267.15,
1997,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,369.99,
1997,GRI,Central Nebraska Regional,Grand Island,NE,288.46,
1997,SIT,Sitka Rocky Gutierrez,Sitka,AK,294.38,
1997,HHH,Hilton Head Airport,Hilton Head,SC,392.87,
1997,CMI,University of Illinois/Willard,Champaign/Urbana,IL,374.16,
1997,ADQ,Kodiak Airport,Kodiak,AK,357.49,
1997,SPI,Abraham Lincoln Capital,Springfield,IL,400.05,
1997,FSM,Fort Smith Regional,Fort Smith,AR,370.22,
1997,PUW,Pullman Moscow Regional,Pullman,WA,275.53,
1997,ERI,Erie International/Tom Ridge Field,Erie,PA,373.70,
1997,CLL,Easterwood Field,College Station/Bryan,TX,344.82,
1997,TYR,Tyler Pounds Regional,Tyler,TX,403.57,
1997,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,359.30,
1997,FLG,Flagstaff Pulliam,Flagstaff,AZ,305.11,
1997,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,402.34,
1997,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,314.55,
1997,CSG,Columbus Airport,Columbus,GA,368.57,
1997,ACT,Waco Regional,Waco,TX,374.59,
1997,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,404.33,
1997,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,446.53,
1997,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,412.01,
1997,TXK,Texarkana Regional-Webb Field,Texarkana,AR,418.93,
1997,ROW,Roswell Air Center,Roswell,NM,359.63,
1997,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,307.30,
1997,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,460.99,
1997,VLD,Valdosta Regional,Valdosta,GA,440.28,
1997,LSE,La Crosse Regional,La Crosse,WI,441.73,
1997,OME,Nome Airport,Nome,AK,432.99,
1997,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,327.58,
1997,MQT,Marquette Sawyer Regional,Marquette,MI,369.86,
1997,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,355.17,
1997,PPG,Pago Pago International,Pago Pago,TT,592.29,
1997,GTR,Golden Triangle Regional,Columbus,MS,484.55,
1997,GGG,East Texas Regional,Longview,TX,422.48,
1997,OTZ,Ralph Wien Memorial,Kotzebue,AK,387.04,
1997,ABY,Southwest Georgia Regional,Albany,GA,546.38,
1997,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,447.42,
1997,PGV,Pitt Greenville,Greenville,NC,402.11,
1997,LWS,Lewiston Nez Perce County,Lewiston,ID,320.91,
1997,STC,St. Cloud Regional,St. Cloud,MN,450.20,
1997,DHN,Dothan Regional,Dothan,AL,447.51,
1997,COD,Yellowstone Regional,Cody,WY,412.83,
1997,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,311.97,
1997,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,342.32,
1997,GCC,Northeast Wyoming Regional,Gillette,WY,500.12,
1997,BJI,Bemidji Regional,Bemidji,MN,366.41,
1997,SCC,Deadhorse Airport,Deadhorse,AK,335.62,
1997,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,505.83,
1997,ART,Watertown International,Watertown,NY,376.40,
1997,GCK,Garden City Regional,Garden City,KS,396.76,
1997,DLG,Dillingham Airport,Dillingham,AK,358.39,
1997,SHR,Sheridan County,Sheridan,WY,415.83,
1997,ABR,Aberdeen Regional,Aberdeen,SD,372.53,
1997,BQK,Brunswick Golden Isles,Brunswick,GA,413.63,
1997,FLO,Florence Regional,Florence,SC,485.21,
1997,CIU,Chippewa County International,Sault Ste. Marie,MI,430.72,
1997,HOB,Lea County Regional,Hobbs,NM,221.94,
1997,RHI,Rhinelander/Oneida County,Rhinelander,WI,384.28,
1997,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,405.05,
1997,IMT,Ford,Iron Mountain/Kingsfd,MI,455.85,
1997,SPN,Francisco C. Ada Saipan International,Saipan,TT,224.75,
1997,HYA,Cape Cod Gateway,Hyannis,MA,408.64,
1997,EAT,Pangborn Memorial,Wenatchee,WA,242.35,
1997,ALW,Walla Walla Regional,Walla Walla,WA,308.51,
1997,EAU,Chippewa Valley Regional,Eau Claire,WI,506.23,
1997,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,415.62,
1997,PQI,Presque Isle International,Presque Isle/Houlton,ME,343.11,
1997,AKN,King Salmon Airport,King Salmon,AK,387.08,
1997,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,277.57,
1997,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,344.45,
1997,PSG,Petersburg James A Johnson,Petersburg,AK,299.47,
1997,DBQ,Dubuque Regional,Dubuque,IA,415.08,
1997,CMX,Houghton County Memorial,Hancock/Houghton,MI,439.39,
1997,RKS,Southwest Wyoming Regional,Rock Springs,WY,488.59,
1997,PIH,Pocatello Regional,Pocatello,ID,428.18,
1997,LAR,Laramie Regional,Laramie,WY,456.15,
1997,BRD,Brainerd Lakes Regional,Brainerd,MN,469.91,
1997,RIW,Central Wyoming Regional,Riverton/Lander,WY,411.82,
1997,BTM,Bert Mooney,Butte,MT,405.93,
1997,ESC,Delta County,Escanaba,MI,363.94,
1997,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,382.16,
1997,HIB,Range Regional,Hibbing,MN,422.13,
1997,EAR,Kearney Regional,Kearney,NE,436.57,
1997,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,338.30,
1997,CDV,Merle K Mudhole Smith,Cordova,AK,229.85,
1997,ALO,Waterloo Regional,Waterloo,IA,375.08,
1997,VEL,Vernal Regional,Vernal,UT,453.65,
1997,EKO,Elko Regional,Elko,NV,290.52,
1997,MEI,Key Field,Meridian,MS,406.71,
1997,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,302.20,
1997,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,450.37,
1997,PIR,Pierre Regional,Pierre,SD,401.08,
1997,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,391.36,
1997,WRG,Wrangell Airport,Wrangell,AK,283.51,
1997,CDC,Cedar City Regional,Cedar City,UT,460.42,
1997,VCT,Victoria Regional,Victoria,TX,359.33,
1997,CNY,Canyonlands Regional,Moab,UT,359.69,
1997,OWB,Owensboro Daviess County Regional,Owensboro,KY,353.70,
1997,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,239.66,
1997,INL,Falls International Einarson Field,International Falls,MN,481.64,
1997,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,331.61,
1997,SLN,Salina Regional,Salina,KS,317.40,
1997,DEC,Decatur Airport,Decatur,IL,484.20,
1997,ATY,Watertown Regional,Watertown,SD,420.33,
1997,APN,Alpena County Regional,Alpena,MI,526.25,
1997,JLN,Joplin Regional,Joplin,MO,403.26,
1997,PAH,Barkley Regional,Paducah,KY,466.45,
1997,DRT,Del Rio International,Del Rio,TX,750.02,
1997,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,394.37,
1997,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,389.94,
1997,JMS,Jamestown Regional,Jamestown,ND,312.68,
1997,LBL,Liberal Mid-America Regional,Liberal,KS,360.05,
1997,WYS,Yellowstone,West Yellowstone,MT,413.71,
1997,SHD,Shenandoah Valley Regional,Staunton,VA,407.81,
1997,YAK,Yakutat Airport,Yakutat,AK,266.80,
1997,CVN,Clovis Regional,Clovis,NM,259.81,
1997,HYS,Hays Regional,Hays,KS,350.99,
1997,DVL,Devils Lake Regional,Devils Lake,ND,358.31,
1997,BKW,Raleigh County Memorial,Beckley,WV,356.99,
1997,DDC,Dodge City Regional,Dodge City,KS,377.63,
1997,OGS,Ogdensburg International,Ogdensburg,NY,303.62,
1997,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,411.11,
1997,GST,Gustavus Airport,Gustavus,AK,93.92,
1997,DUT,Unalaska Airport,Unalaska,AK,596.87,
1997,LWB,Greenbrier Valley,Lewisburg,WV,350.60,
1997,IPL,Imperial County,El Centro,CA,343.61,
1997,PUB,Pueblo Memorial,Pueblo,CO,359.18,
1997,LEB,Lebanon Municipal,Lebanon-Hanover,NH,445.05,
1997,FOD,Fort Dodge Regional,Fort Dodge,IA,395.20,
1997,MKG,Muskegon County,Muskegon,MI,402.41,
1997,CGI,Cape Girardeau Regional,Cape Girardeau,MO,297.43,
1997,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,296.77,
1997,MBL,Manistee County-Blacker,Manistee/Ludington,MI,334.65,
1997,TEX,Telluride Regional,Telluride,CO,410.98,
1997,AUG,Augusta State,Augusta/Waterville,ME,393.16,
1997,MCW,Mason City Municipal,Mason City,IA,414.39,
1997,IWD,Gogebic-Iron County,Ironwood,MI,334.29,
1997,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,284.30,
1997,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,524.77,
1997,CEZ,Cortez Municipal,Cortez,CO,354.09,
1997,ENA,Kenai Municipal,Kenai,AK,412.19,
1997,DUJ,DuBois Regional,DuBois,PA,458.32,
1997,UIN,Quincy Regional-Baldwin Field,Quincy,IL,407.09,
1997,RKD,Knox County Regional,Rockland,ME,357.34,
1997,TUP,Tupelo Regional,Tupelo,MS,434.23,
1997,RUT,Rutland - Southern Vermont Regional,Rutland,VT,410.31,
1997,PVC,Provincetown Municipal,Provincetown,MA,364.31,
1997,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,465.17,
1997,PGA,Page Municipal,Page,AZ,431.15,
1997,LNS,Lancaster Airport,Lancaster,PA,329.52,
1997,BRL,Southeast Iowa Regional,Burlington,IA,463.04,
1997,AIA,Alliance Municipal,Alliance,NE,375.30,
1997,SDY,Sidney Richland Regional,Sidney,MT,403.34,
1997,HOM,Homer Airport,Homer,AK,441.86,
1997,GLH,Greenville Mid Delta,Greenville,MS,441.52,
1997,TVF,Thief River Falls Regional,Thief River Falls,MN,539.04,
1997,MSL,Northwest Alabama Regional,Muscle Shoals,AL,341.11,
1997,AOO,Altoona-Blair County,Altoona,PA,463.05,
1997,BFD,Bradford Regional,Bradford,PA,503.52,
1997,ADK,Adak,Adak Island,AK,433.33,
1997,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,375.87,
1997,MCK,McCook Ben Nelson Regional,McCook,NE,298.13,
1997,CDR,Chadron Municipal,Chadron,NE,316.79,
1997,MSS,Massena International-Richards Field,Massena,NY,370.02,
1997,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,313.75,
1997,SOW,Show Low Regional,Show Low,AZ,444.67,
1997,CNM,Cavern City Air Terminal,Carlsbad,NM,396.02,
1997,HRO,Boone County,Harrison,AR,432.27,
1997,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,532.85,
1997,HOT,Memorial Field,Hot Springs,AR,292.90,
1997,VDZ,Valdez Pioneer Field,Valdez,AK,474.13,
1997,MKL,McKellar-Sipes Regional,Jackson,TN,519.38,
1997,MKK,Molokai,Hoolehua,HI,41.36,
1997,HVR,Havre City-County,Havre,MT,616.21,
1997,GDV,Dawson Community,Glendive,MT,386.83,
1997,OLF,L. M. Clayton,Wolf Point,MT,578.22,
1997,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,320.24,
1997,CDB,Cold Bay Airport,Cold Bay,AK,3420.00,
1997,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,568.38,
1997,JBR,Jonesboro Municipal,Jonesboro,AR,404.63,
1997,MCN,Middle Georgia Regional,Macon,GA,505.79,
1997,SGY,Skagway Airport,Skagway,AK,444.82,
1997,JHM,Kapalua Airport,Kapalua,HI,49.58,
1997,UNK,Unalakleet Airport,Unalakleet,AK,970.75,
1997,SDP,Sand Point,Sandpoint,AK,1293.76,
1997,HNH,Hoonah Airport,Hoonah,AK,447.04,
1997,FRD,Friday Harbor Airport,Friday Harbor,WA,297.12,
1997,HNS,Haines Airport,Haines,AK,420.61,
1997,LNY,Lanai Airport,Lanai,HI,39.46,
1997,ESD,Orcas Island,Eastsound,WA,303.24,
1997,ANI,Aniak Airport,Aniak,AK,461.29,
1997,CEC,Jack McNamara Field,Crescent City,CA,289.41,
1997,EWB,New Bedford Regional,New Bedford/Fall River,MA,721.00,
1997,ABL,Ambler River,Ambler,AK,442.00,
1997,AGN,Angoon Seaplane Base,Angoon,AK,658.00,
1997,AHN,Athens/Ben Epps,Athens,GA,409.97,
1997,AIN,Wainwright Airport,Wainwright,AK,620.75,
1997,AKB,Atka Airport,Atka,AK,1193.00,
1997,AKI,Akiak Airport,Akiak,AK,472.00,
1997,AKK,Akhiok Airport,Akhiok,AK,514.00,
1997,AKO,Colorado Plains Regional,Akron,CO,56.28,
1997,AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,AK,568.64,
1997,ALM,Alamogordo White Sands Regional,Alamogordo,NM,258.41,
1997,ALZ,Alitak Seaplane Base,Lazy Bay,AK,529.50,
1997,APF,Naples Municipal,Naples,FL,298.23,
1997,ARC,Arctic Village Airport,Arctic Village,AK,538.00,
1997,AST,Astoria Regional,Astoria/Seaside,OR,336.60,
1997,ATK,Atqasuk Edward Burnell Sr. Memorial,Atqasuk,AK,749.00,
